episode,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_fdd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,execution_time,test,algorithm,cluster,replicas,config,acceptance_rate
3,,,242.0,8.0,,,,,683.67,30.5,19.33,0.26,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.968
4,,,239.0,11.0,,,,,689.52,31.12,19.75,0.2,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.956
5,,,239.0,11.0,,,,,688.97,31.5,18.08,0.2,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.956
6,,,243.0,7.0,,,,,680.06,31.86,17.8,0.21,0.11,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.972
7,,,240.0,10.0,,,,,678.78,32.53,14.82,0.34,0.12,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.96
8,,,240.0,10.0,,,,,682.86,32.47,17.74,0.27,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.96
9,,,239.0,11.0,,,,,686.5,32.38,20.98,0.17,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.956
10,,,240.0,10.0,,,,,684.65,32.44,17.02,0.23,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.96
11,,,239.0,11.0,,,,,682.32,32.56,17.15,0.31,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.956
12,,,237.0,13.0,,,,,679.84,32.62,16.51,0.22,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.948
13,,,240.0,10.0,,,,,678.41,32.36,19.12,0.21,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.96
14,,,237.0,13.0,,,,,682.21,32.45,16.15,0.31,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.948
15,,,240.0,10.0,,,,,685.34,32.4,18.65,0.23,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.96
16,,,238.0,12.0,,,,,683.4,32.32,18.99,0.14,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.952
17,,,241.0,9.0,,,,,684.68,32.29,18.29,0.17,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.964
18,,,236.0,14.0,,,,,686.31,32.27,17.93,0.19,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.944
19,,,239.0,11.0,,,,,690.46,32.25,20.18,0.21,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.956
20,,,241.0,9.0,,,,,691.26,32.18,18.38,0.24,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.964
21,,,238.0,12.0,,,,,693.36,32.07,18.62,0.19,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.952
22,,,236.0,14.0,,,,,694.51,31.9,19.19,0.16,0.08,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.944
23,,,235.0,15.0,,,,,695.83,31.88,16.32,0.22,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.94
24,,,242.0,8.0,,,,,697.04,31.94,17.84,0.28,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.968
25,,,247.0,3.0,,,,,695.41,31.79,17.84,0.16,0.17,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.988
26,,,238.0,12.0,,,,,695.94,31.73,17.43,0.2,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.952
27,,,237.0,13.0,,,,,695.36,31.75,17.37,0.22,0.09,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.948
28,,,240.0,10.0,,,,,697.25,31.74,17.99,0.22,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.96
29,,,238.0,12.0,,,,,697.44,31.69,18.8,0.23,0.11,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.952
30,,,235.0,15.0,,,,,696.53,31.61,16.15,0.2,0.1,MPMOQ_c8_r8,MPMOQ,8,8,c8_r8,0.94
1,51.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,371.82,16.0,11.76,0.88,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
2,53.84,0.0,100.0,0.0,100.0,0.0,0.0,0.0,318.33,28.0,13.12,0.68,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
3,59.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,398.22,4.0,15.12,0.79,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
4,59.85,0.0,100.0,0.0,100.0,0.0,0.0,0.0,291.4,4.0,14.74,0.86,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
5,54.72,0.0,100.0,0.0,100.0,0.0,0.0,0.0,438.87,4.0,14.39,0.88,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
6,59.06,0.0,100.0,0.0,100.0,0.0,0.0,0.0,336.45,3.82,13.48,0.85,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
7,50.48,0.0,100.0,0.0,100.0,0.0,0.0,0.0,397.77,16.0,16.32,0.87,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
8,62.97,0.0,100.0,0.0,100.0,0.0,0.0,0.0,287.84,2.22,14.28,0.83,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
9,58.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,330.91,4.0,12.63,0.88,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
10,59.3,0.0,100.0,0.0,100.0,0.0,0.0,0.0,359.89,6.8,14.63,0.8,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
11,59.76,0.0,100.0,0.0,100.0,0.0,0.0,0.0,344.95,2.26,14.22,0.84,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
12,59.8,0.0,100.0,0.0,100.0,0.0,0.0,0.0,377.58,2.4,11.86,0.81,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
13,54.9,0.0,100.0,0.0,100.0,0.0,0.0,0.0,371.47,14.6,12.2,0.83,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
14,59.36,0.0,100.0,0.0,100.0,0.0,0.0,0.0,367.38,3.42,13.13,0.81,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
15,64.22,0.0,100.0,0.0,100.0,0.0,0.0,0.0,340.71,2.3,15.03,0.71,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
16,63.42,0.0,100.0,0.0,100.0,0.0,0.0,0.0,318.36,2.42,13.25,0.75,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
17,63.05,0.0,100.0,0.0,100.0,0.0,0.0,0.0,344.55,3.96,13.11,0.74,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
18,52.89,0.0,100.0,0.0,100.0,0.0,0.0,0.0,494.07,4.0,14.08,0.88,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
19,56.37,0.0,100.0,0.0,100.0,0.0,0.0,0.0,388.99,4.0,15.84,0.88,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
20,61.55,0.0,100.0,0.0,100.0,0.0,0.0,0.0,341.81,2.46,14.72,0.8,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
21,54.86,0.0,100.0,0.0,100.0,0.0,0.0,0.0,427.5,7.4,16.21,0.82,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
22,56.03,0.0,100.0,0.0,100.0,0.0,0.0,0.0,424.52,6.8,11.44,0.82,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
23,54.34,0.0,100.0,0.0,100.0,0.0,0.0,0.0,383.36,14.18,15.64,0.83,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
24,53.52,0.0,100.0,0.0,100.0,0.0,0.0,0.0,324.16,16.0,15.23,0.86,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
25,59.54,0.0,100.0,0.0,100.0,0.0,0.0,0.0,365.07,2.44,14.92,0.8,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
26,59.25,0.0,100.0,0.0,100.0,0.0,0.0,0.0,383.96,4.0,12.81,0.77,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
27,60.6,0.0,100.0,0.0,100.0,0.0,0.0,0.0,339.22,3.36,13.93,0.81,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
28,62.91,0.0,100.0,0.0,100.0,0.0,0.0,0.0,339.97,2.4,15.86,0.77,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
29,55.13,0.0,100.0,0.0,100.0,0.0,0.0,0.0,363.32,16.84,15.06,0.72,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
30,56.52,0.0,100.0,0.0,100.0,0.0,0.0,0.0,384.47,4.0,11.7,0.88,0.05,PPO_c8_r4,PPO,8,4,c8_r4,1.0
1,51.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,371.82,16.0,17.26,0.88,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
2,53.84,0.0,100.0,0.0,100.0,0.0,0.0,0.0,318.33,28.0,18.8,0.68,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
3,59.19,0.0,100.0,0.0,100.0,0.0,0.0,0.0,398.22,4.0,21.39,0.79,0.15,PPO_c8_r6,PPO,8,6,c8_r6,1.0
4,59.8,0.0,100.0,0.0,100.0,0.0,0.0,0.0,291.4,4.0,20.39,0.86,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
5,54.72,0.0,100.0,0.0,100.0,0.0,0.0,0.0,438.87,4.0,20.92,0.88,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
6,59.04,0.0,100.0,0.0,100.0,0.0,0.0,0.0,336.45,3.82,18.93,0.85,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
7,50.46,0.0,100.0,0.0,100.0,0.0,0.0,0.0,397.77,16.0,22.29,0.87,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
8,64.61,0.0,100.0,0.0,100.0,0.0,0.0,0.0,288.57,2.48,18.46,0.76,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
9,58.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,330.91,4.0,19.03,0.88,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
10,66.24,0.0,100.0,0.0,100.0,0.0,0.0,0.0,354.25,2.98,20.04,0.63,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
11,62.13,0.0,100.0,0.0,100.0,0.0,0.0,0.0,345.44,2.68,18.75,0.76,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
12,60.21,0.0,100.0,0.0,100.0,0.0,0.0,0.0,389.77,2.7,17.9,0.76,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
13,54.76,0.0,100.0,0.0,100.0,0.0,0.0,0.0,371.54,14.62,18.14,0.83,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
14,59.3,0.0,100.0,0.0,100.0,0.0,0.0,0.0,364.53,3.5,18.16,0.82,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
15,65.11,0.0,100.0,0.0,100.0,0.0,0.0,0.0,334.89,2.5,20.31,0.68,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
16,64.77,0.0,100.0,0.0,100.0,0.0,0.0,0.0,315.91,2.8,20.37,0.7,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
17,62.74,0.0,100.0,0.0,100.0,0.0,0.0,0.0,344.55,3.96,18.56,0.74,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
18,52.89,0.0,100.0,0.0,100.0,0.0,0.0,0.0,494.07,4.0,20.11,0.88,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
19,56.37,0.0,100.0,0.0,100.0,0.0,0.0,0.0,388.99,4.0,21.41,0.88,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
20,61.73,0.0,100.0,0.0,100.0,0.0,0.0,0.0,352.71,2.82,20.58,0.76,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
21,54.22,0.0,100.0,0.0,100.0,0.0,0.0,0.0,433.11,10.7,22.57,0.79,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
22,56.03,0.0,100.0,0.0,100.0,0.0,0.0,0.0,418.64,9.5,16.62,0.79,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
23,53.37,0.0,100.0,0.0,100.0,0.0,0.0,0.0,405.39,14.78,20.44,0.77,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
24,53.64,0.0,100.0,0.0,100.0,0.0,0.0,0.0,322.0,16.0,21.55,0.86,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
25,60.78,0.0,100.0,0.0,100.0,0.0,0.0,0.0,377.8,2.78,20.95,0.75,0.06,PPO_c8_r6,PPO,8,6,c8_r6,1.0
26,59.31,0.0,100.0,0.0,100.0,0.0,0.0,0.0,383.96,4.0,17.39,0.77,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
27,60.7,0.0,100.0,0.0,100.0,0.0,0.0,0.0,337.81,3.4,19.77,0.81,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
28,62.23,0.0,100.0,0.0,100.0,0.0,0.0,0.0,350.81,2.8,21.93,0.74,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
29,55.09,0.0,100.0,0.0,100.0,0.0,0.0,0.0,363.32,16.84,21.79,0.72,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
30,56.52,0.0,100.0,0.0,100.0,0.0,0.0,0.0,384.47,4.0,16.85,0.88,0.05,PPO_c8_r6,PPO,8,6,c8_r6,1.0
1,50.98,0.0,100.0,0.0,99.0,1.0,0.0,0.0,376.07,16.48,22.49,0.87,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
2,55.05,0.0,100.0,0.0,98.0,2.0,0.0,0.0,316.68,27.94,23.32,0.51,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
3,59.92,0.0,100.0,0.0,99.0,1.0,0.0,0.0,394.29,4.02,25.52,0.74,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
4,59.32,0.0,100.0,0.0,99.0,1.0,0.0,0.0,300.73,5.11,25.04,0.86,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
5,53.71,0.0,100.0,0.0,99.0,1.0,0.0,0.0,464.45,5.8,24.87,0.86,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
6,58.86,0.0,100.0,0.0,100.0,0.0,0.0,0.0,337.67,4.42,24.26,0.84,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
7,50.45,0.0,100.0,0.0,100.0,0.0,0.0,0.0,397.77,16.0,27.82,0.87,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
8,65.68,0.0,100.0,0.0,100.0,0.0,0.0,0.0,291.32,2.72,22.58,0.72,0.06,PPO_c8_r8,PPO,8,8,c8_r8,1.0
9,58.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,330.91,4.0,25.48,0.88,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
10,64.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,369.93,2.92,25.03,0.67,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
11,61.74,0.0,100.0,0.0,99.0,1.0,0.0,0.0,362.95,3.3,22.82,0.76,0.06,PPO_c8_r8,PPO,8,8,c8_r8,1.0
12,60.26,0.0,100.0,0.0,99.0,1.0,0.0,0.0,381.47,4.85,20.8,0.73,0.06,PPO_c8_r8,PPO,8,8,c8_r8,1.0
13,55.66,0.0,100.0,0.0,98.0,2.0,0.0,0.0,424.31,4.77,20.37,0.86,0.06,PPO_c8_r8,PPO,8,8,c8_r8,1.0
14,59.0,0.0,100.0,0.0,99.0,1.0,0.0,0.0,358.54,3.91,23.17,0.82,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
15,62.95,0.0,100.0,0.0,100.0,0.0,0.0,0.0,345.38,3.9,24.88,0.73,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
16,66.92,0.0,100.0,0.0,100.0,0.0,0.0,0.0,313.24,2.96,27.05,0.63,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
17,62.77,0.0,100.0,0.0,99.0,1.0,0.0,0.0,344.81,4.3,23.41,0.72,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
18,52.95,0.0,100.0,0.0,99.0,1.0,0.0,0.0,490.46,4.21,26.11,0.87,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
19,55.91,0.0,100.0,0.0,98.0,2.0,0.0,0.0,406.72,4.45,24.95,0.85,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
20,61.48,0.0,100.0,0.0,100.0,0.0,0.0,0.0,356.94,2.96,26.03,0.78,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
21,52.01,0.0,100.0,0.0,100.0,0.0,0.0,0.0,475.36,14.96,27.15,0.74,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
22,59.43,0.0,100.0,0.0,99.0,1.0,0.0,0.0,412.35,5.71,21.24,0.8,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
23,53.36,0.0,100.0,0.0,100.0,0.0,0.0,0.0,405.39,14.78,26.26,0.77,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
24,53.71,0.0,100.0,0.0,98.0,2.0,0.0,0.0,328.53,16.41,25.24,0.83,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
25,62.1,0.0,100.0,0.0,98.0,2.0,0.0,0.0,367.36,3.78,24.98,0.64,0.06,PPO_c8_r8,PPO,8,8,c8_r8,1.0
26,59.31,0.0,100.0,0.0,100.0,0.0,0.0,0.0,383.96,4.0,21.79,0.77,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
27,62.38,0.0,100.0,0.0,100.0,0.0,0.0,0.0,358.02,2.86,25.57,0.7,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
28,60.17,0.0,100.0,0.0,98.0,2.0,0.0,0.0,424.48,13.09,25.5,0.63,0.06,PPO_c8_r8,PPO,8,8,c8_r8,1.0
29,53.54,0.0,100.0,0.0,100.0,0.0,0.0,0.0,337.33,21.36,27.32,0.75,0.14,PPO_c8_r8,PPO,8,8,c8_r8,1.0
30,56.52,0.0,100.0,0.0,100.0,0.0,0.0,0.0,384.47,4.0,21.9,0.88,0.05,PPO_c8_r8,PPO,8,8,c8_r8,1.0
1,,,250.0,0.0,,,,,310.46,32.14,12.51,0.87,0.31,PQL_c8_r4,PQL,8,4,c8_r4,1.0
2,,,250.0,0.0,,,,,585.26,32.14,13.83,0.87,0.35,PQL_c8_r4,PQL,8,4,c8_r4,1.0
3,,,250.0,0.0,,,,,484.73,31.9,14.74,0.87,0.45,PQL_c8_r4,PQL,8,4,c8_r4,1.0
4,,,250.0,0.0,,,,,418.49,32.02,16.54,0.87,0.35,PQL_c8_r4,PQL,8,4,c8_r4,1.0
5,,,250.0,0.0,,,,,560.53,31.9,12.54,0.87,0.4,PQL_c8_r4,PQL,8,4,c8_r4,1.0
6,,,250.0,0.0,,,,,351.99,31.88,11.77,0.87,0.42,PQL_c8_r4,PQL,8,4,c8_r4,1.0
7,,,249.0,1.0,,,,,304.46,32.0,12.53,0.88,0.36,PQL_c8_r4,PQL,8,4,c8_r4,0.996
8,,,249.0,1.0,,,,,491.41,32.26,12.67,0.87,0.3,PQL_c8_r4,PQL,8,4,c8_r4,0.996
9,,,250.0,0.0,,,,,639.17,32.26,15.22,0.87,0.31,PQL_c8_r4,PQL,8,4,c8_r4,1.0
10,,,250.0,0.0,,,,,563.13,37.01,10.92,0.84,0.37,PQL_c8_r4,PQL,8,4,c8_r4,1.0
1,,,250.0,0.0,,,,,688.36,6.88,20.94,0.82,0.24,PQL_c8_r6,PQL,8,6,c8_r6,1.0
2,,,250.0,0.0,,,,,511.54,4.0,15.86,0.88,0.25,PQL_c8_r6,PQL,8,6,c8_r6,1.0
3,,,250.0,0.0,,,,,377.06,4.0,18.85,0.88,0.27,PQL_c8_r6,PQL,8,6,c8_r6,1.0
4,,,250.0,0.0,,,,,456.44,4.05,18.98,0.87,0.28,PQL_c8_r6,PQL,8,6,c8_r6,1.0
5,,,250.0,0.0,,,,,462.67,4.0,20.49,0.88,0.27,PQL_c8_r6,PQL,8,6,c8_r6,1.0
6,,,250.0,0.0,,,,,500.64,4.0,18.43,0.87,0.27,PQL_c8_r6,PQL,8,6,c8_r6,1.0
7,,,250.0,0.0,,,,,526.28,4.04,21.24,0.87,0.25,PQL_c8_r6,PQL,8,6,c8_r6,1.0
8,,,250.0,0.0,,,,,513.39,5.82,18.11,0.84,0.26,PQL_c8_r6,PQL,8,6,c8_r6,1.0
9,,,250.0,0.0,,,,,690.69,9.81,19.17,0.75,0.28,PQL_c8_r6,PQL,8,6,c8_r6,1.0
10,,,250.0,0.0,,,,,439.17,4.05,19.17,0.87,0.25,PQL_c8_r6,PQL,8,6,c8_r6,1.0
1,,,245.0,5.0,,,,,546.64,18.94,23.72,0.74,0.21,PQL_c8_r8,PQL,8,8,c8_r8,0.98
2,,,245.0,5.0,,,,,403.08,4.27,22.86,0.72,0.78,PQL_c8_r8,PQL,8,8,c8_r8,0.98
3,,,248.0,2.0,,,,,521.13,31.16,20.74,0.63,0.58,PQL_c8_r8,PQL,8,8,c8_r8,0.992
4,,,246.0,4.0,,,,,623.11,21.53,18.05,0.31,0.54,PQL_c8_r8,PQL,8,8,c8_r8,0.984
5,,,234.0,16.0,,,,,591.34,11.84,21.57,0.39,0.21,PQL_c8_r8,PQL,8,8,c8_r8,0.936
6,,,246.0,4.0,,,,,605.89,14.77,22.11,0.6,0.23,PQL_c8_r8,PQL,8,8,c8_r8,0.984
7,,,237.0,13.0,,,,,603.95,15.95,19.28,0.39,0.25,PQL_c8_r8,PQL,8,8,c8_r8,0.948
8,,,233.0,17.0,,,,,652.67,17.7,16.88,0.51,0.25,PQL_c8_r8,PQL,8,8,c8_r8,0.932
9,,,239.0,11.0,,,,,612.45,30.34,17.19,0.54,0.25,PQL_c8_r8,PQL,8,8,c8_r8,0.956
10,,,224.0,26.0,,,,,723.49,26.1,18.03,0.32,0.27,PQL_c8_r8,PQL,8,8,c8_r8,0.896
